Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
Tonga,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,2018
Tonga,Unemployment rate,Percent of total labor force,,,,,
Tonga,Population,Persons,Millions,Source: Central Bank. National Reserve Bank of Tonga Latest actual data: 2018 Primary domestic currency: Tongan pa'anga Data last updated: 09/2019,0.1,0.1,2018
Trinidad and Tobago,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.607,23.251,2017
Trinidad and Tobago,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.193,46.778,2017
Trinidad and Tobago,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,365.64","16,757.56",2017
Trinidad and Tobago,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.032,0.031,2017
Trinidad and Tobago,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Employment type: Harmonized ILO definition Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2019,4.825,4.745,2017
Trinidad and Tobago,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2017 Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2019,1.381,1.388,2017
Tunisia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",38.732,39.61,2017
Tunisia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",149.19,155.845,2017
Tunisia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,287.09","3,327.72",2017
Tunisia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.105,0.104,2017
Tunisia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Tunisian dinar Data last updated: 09/2019,n/a,n/a,2016
Tunisia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Tunisian dinar Data last updated: 09/2019,11.783,11.903,2017
Turkey,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",743.708,813.81,2018
Turkey,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,346.58","2,464.61",2018
Turkey,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,957.89","9,683.57",2018
Turkey,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.654,1.648,2018
Turkey,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2018 Employment type: National definition Primary domestic currency: Turkish lira Data last updated: 09/2019,13.831,13.726,2018
Turkey,Population,Persons,Millions,"Source: Haver Analytics. Formally, the Turkish Statistical Institute (TurkStat) Latest actual data: 2018 Primary domestic currency: Turkish lira Data last updated: 09/2019",83.023,84.04,2018
Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.674,54.226,2017
Turkmenistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",121.885,131.809,2017
Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,816.02","8,991.25",2004
Turkmenistan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.086,0.088,2017
Turkmenistan,Unemployment rate,Percent of total labor force,,,,,
Turkmenistan,Population,Persons,Millions,Source: Turkmenistan authorities. Latest actual data: 2004 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Primary domestic currency: New Turkmen manat Data last updated: 09/2019,5.972,6.031,2004
Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.042,0.046,2015
Tuvalu,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.047,0.05,2015
Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,834.83","4,121.73",2012
Tuvalu,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,2015
Tuvalu,Unemployment rate,Percent of total labor force,,,,,
Tuvalu,Population,Persons,Millions,Source: Central Statistical Directorate Latest actual data: 2012 Primary domestic currency: Australian dollar Data last updated: 08/2019,0.011,0.011,2012
Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",30.666,33.93,2018
Uganda,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",104.756,113.476,2018
Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",770.062,823.106,2016
Uganda,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.074,0.076,2018
Uganda,Unemployment rate,Percent of total labor force,,,,,
Uganda,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Uganda shilling Data last updated: 09/2019,39.823,41.222,2016
Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",150.401,161.872,2018
Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",409.257,429.947,2018
Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,592.17","3,881.66",2018
Ukraine,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.288,0.288,2018
Ukraine,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, the State Statistics Committee of Ukraine Latest actual data: 2018. Starting in 2014, data excludes Crimea and Sevastopol.  Data officially published for 2013 have been recalculated by the IMF staff to exclude Crimea and Sevastopol to ensure a comparable base going forward. Employment type: National definition Primary domestic currency: Ukrainian hryvnia Data last updated: 09/2019",8.678,8.155,2018
